payment_id,customer_id,staff_id,rental_id,amount,payment_date
19209,185,1,2459,4.99,12:35.0
19210,185,1,3314,4.99,45:27.0
19211,185,1,3325,4.99,20:11.0
19212,186,1,1192,4.99,47:06.0
19213,186,1,1300,2.99,04:46.0
19214,186,1,1663,2.99,42:42.0
19215,186,2,2132,4.99,33:33.0
19216,186,2,2875,4.99,15:45.0
19217,186,1,3039,4.99,00:57.0
19218,187,2,1323,6.99,23:44.0
19219,187,2,1462,4.99,06:07.0
19220,187,2,1592,0.99,43:04.0
19221,187,2,2127,0.99,23:15.0
19222,187,2,2533,0.99,02:53.0
19223,187,1,2742,5.99,34:14.0
19224,187,1,3402,2.99,23:04.0
19225,188,2,1527,2.99,00:07.0
19226,188,2,1927,0.99,16:46.0
19227,188,1,2515,4.99,25:58.0
19228,188,2,2733,4.99,50:20.0
19229,189,1,1541,0.99,44:26.0
19230,189,1,1834,0.99,17:35.0
19231,189,2,2905,1.99,24:43.0
19232,189,1,3108,6.99,57:10.0
19233,189,1,3346,2.99,35:20.0
19234,190,1,1319,2.99,07:32.0
19235,190,1,1347,2.99,12:10.0
19236,190,1,2057,4.99,00:25.0
19237,190,1,2568,3.99,37:30.0
19238,190,1,3386,4.99,49:33.0
19239,191,2,1173,2.99,23:13.0
19240,191,1,1278,0.99,37:39.0
19241,191,1,1677,2.99,35:38.0
19242,191,2,1870,2.99,53:03.0
19243,191,1,2051,4.99,38:43.0
19244,191,2,2555,2.99,35:29.0
19245,192,1,2760,3.99,45:00.0
19246,193,1,1325,4.99,31:51.0
19247,193,2,2377,6.99,24:50.0
19248,193,2,2841,6.99,49:33.0
19249,193,2,2846,4.99,20:41.0
19250,193,2,2880,2.99,53:21.0
19251,193,1,3297,8.99,36:46.0
19252,194,1,1430,0.99,53:22.0
19253,194,1,2245,7.99,21:26.0
19254,194,1,2347,2.99,40:56.0
19255,194,1,2463,3.99,30:10.0
19256,194,1,2807,3.99,01:20.0
19257,196,1,1182,5.99,13:48.0
19258,196,1,1348,2.99,13:57.0
19259,196,2,1600,0.99,32:39.0
19260,196,1,2681,0.99,43:54.0
19261,196,2,2912,4.99,01:12.0
19262,196,1,3104,4.99,35:13.0
19263,196,2,3271,5.99,44:37.0
19264,196,2,3342,4.99,15:03.0
19265,197,2,1175,2.99,43:42.0
19266,197,1,1363,0.99,33:38.0
19267,197,1,1503,2.99,35:36.0
19268,197,2,1605,8.99,46:22.0
19269,197,2,1919,4.99,09:19.0
19270,197,1,2090,2.99,34:41.0
19271,197,1,2750,4.99,05:51.0
19272,197,2,2781,2.99,53:09.0
19273,198,2,2185,0.99,40:49.0
19274,199,1,1406,4.99,12:27.0
19275,199,1,1910,2.99,39:54.0
19276,199,1,3299,0.99,52:01.0
19277,200,2,1296,1.99,52:26.0
19278,200,2,1309,4.99,39:16.0
19279,200,2,1899,6.99,57:42.0
19280,200,1,2227,4.99,11:50.0
19281,200,2,2667,3.99,57:13.0
19282,200,2,2717,4.99,14:37.0
19283,200,1,3190,3.99,55:42.0
19284,201,1,2047,1.99,09:25.0
19285,201,1,2157,3.99,59:19.0
19286,201,2,2359,6.99,33:09.0
19287,201,1,3106,4.99,46:33.0
19288,201,1,3364,7.99,06:13.0
19289,209,2,1201,4.99,34:55.0
19290,209,1,1657,4.99,35:16.0
19291,209,1,2650,4.99,50:12.0
19292,209,1,2796,4.99,29:04.0
19293,210,2,1177,2.99,01:31.0
19294,210,2,2856,0.99,41:31.0
19295,211,2,2812,8.99,26:43.0
19296,211,2,3437,6.99,48:44.0
19297,212,1,1356,0.99,45:28.0
19298,212,2,1379,0.99,33:37.0
19299,212,1,1637,2.99,58:25.0
19300,212,2,2739,9.99,27:05.0
19301,213,1,1489,0.99,10:05.0
19302,213,2,1936,4.99,44:08.0
19303,213,1,2322,5.99,12:48.0
19304,213,1,2509,0.99,12:35.0
19305,213,2,2569,6.99,47:31.0
19306,213,1,2889,4.99,22:35.0
19307,213,2,2946,4.99,19:07.0
19308,213,1,3252,2.99,53:53.0
19309,213,1,3313,2.99,39:45.0
19310,214,2,1275,4.99,24:10.0
19311,214,2,2085,2.99,59:23.0
19312,214,2,2868,2.99,37:25.0
19313,215,2,1376,4.99,27:33.0
19314,215,2,1599,4.99,32:00.0
19315,215,2,1845,4.99,24:38.0
19316,215,2,2006,2.99,15:30.0
19317,215,2,2918,2.99,37:31.0
19318,215,1,3143,2.99,30:19.0
19319,216,2,1461,6.99,00:35.0
19320,216,1,1664,0.99,43:47.0
19321,216,1,1672,3.99,06:01.0
19322,216,2,2351,0.99,56:24.0
19323,216,1,3432,2.99,30:30.0
19324,217,1,1322,2.99,23:36.0
19325,217,1,2076,6.99,12:14.0
19326,217,1,2842,4.99,02:47.0
19327,218,1,1459,2.99,54:20.0
19328,218,1,2262,0.99,18:13.0
19329,218,1,2267,0.99,38:50.0
19330,219,2,2417,3.99,40:28.0
19331,219,2,2580,0.99,12:57.0
19332,220,1,1832,0.99,03:47.0
19333,221,1,1369,0.99,57:41.0
19334,221,1,2331,2.99,18:36.0
19335,221,2,2473,2.99,11:12.0
19336,221,1,2660,10.99,18:29.0
19337,221,1,3200,5.99,51:14.0
19338,222,1,1368,8.99,56:14.0
19339,222,2,2603,6.99,49:52.0
19340,223,2,1839,5.99,50:49.0
19341,223,1,2334,4.99,24:51.0
19342,224,1,1424,7.99,36:41.0
19343,224,1,2277,2.99,03:30.0
19344,224,2,3282,4.99,47:09.0
19345,225,2,2226,7.99,08:23.0
19346,226,2,3414,2.99,27:17.0
19347,226,1,3466,4.99,42:00.0
19348,227,1,1679,2.99,39:28.0
19349,227,2,2155,1.99,35:56.0
19350,227,1,2164,6.99,14:48.0
19351,227,2,3065,0.99,22:20.0
19352,228,2,2284,3.99,28:18.0
19353,228,2,2863,2.99,27:05.0
19354,228,2,2934,2.99,34:20.0
19355,228,2,3433,3.99,35:46.0
19356,229,1,2200,4.99,27:43.0
19357,229,1,3208,0.99,18:30.0
19358,229,1,3277,7.99,05:04.0
19359,229,2,3280,0.99,36:39.0
19360,230,2,1468,3.99,16:49.0
19361,230,1,1744,4.99,08:25.0
19362,230,2,1793,0.99,35:54.0
19363,230,2,2450,8.99,54:14.0
19364,230,2,2675,0.99,20:42.0
19365,230,1,2777,0.99,44:53.0
19366,231,2,2423,0.99,00:35.0
19367,232,2,1619,0.99,42:40.0
19368,232,1,2833,8.99,03:21.0
19369,233,2,1992,2.99,27:20.0
19370,233,2,2244,2.99,15:00.0
19371,233,1,2424,2.99,03:35.0
19372,233,2,2443,4.99,20:57.0
19373,234,2,1245,3.99,37:28.0
19374,234,2,1645,0.99,38:33.0
19375,234,1,1674,2.99,25:27.0
19376,234,2,1993,5.99,27:51.0
19377,234,1,2005,4.99,13:21.0
19378,234,2,2511,5.99,13:57.0
19379,234,2,3185,6.99,26:28.0
19380,234,2,3199,4.99,41:07.0
19381,235,1,1493,4.99,18:59.0
19382,235,2,1811,0.99,34:47.0
19383,236,1,1262,0.99,23:20.0
19384,236,2,1308,5.99,36:15.0
19385,236,2,2139,8.99,58:01.0
19386,236,2,2311,6.99,19:56.0
19387,236,1,2630,2.99,15:48.0
19388,236,2,2840,3.99,46:11.0
19389,236,1,3353,4.99,57:50.0
19390,236,2,3460,2.99,15:23.0
19391,237,1,1500,0.99,29:12.0
19392,237,2,1518,0.99,05:04.0
19393,237,1,2156,4.99,36:39.0
19394,237,1,2492,2.99,32:42.0
19395,237,2,3069,2.99,41:27.0
19396,238,1,1199,2.99,27:17.0
19397,238,1,1660,4.99,41:22.0
19398,238,1,3181,2.99,19:29.0
19399,239,1,1160,4.99,29:01.0
19400,239,2,1560,4.99,05:10.0
19401,239,2,2215,2.99,16:48.0
19402,239,1,2390,4.99,57:53.0
19403,239,1,3383,5.99,35:46.0
19404,240,2,2196,3.99,15:34.0
19405,240,1,2264,4.99,27:12.0
19406,240,2,2872,5.99,06:48.0
19407,241,2,2428,0.99,16:01.0
19408,241,1,2455,0.99,01:33.0
19409,241,2,2478,5.99,29:48.0
19410,241,2,2683,2.99,55:46.0
19411,241,2,3258,0.99,22:25.0
19412,242,2,1304,4.99,24:29.0
19413,242,1,1384,4.99,50:30.0
19414,242,1,1483,4.99,50:25.0
19415,242,2,1702,4.99,49:32.0
19416,242,1,2691,4.99,35:17.0
19417,242,2,2942,4.99,55:58.0
19418,243,1,1405,5.99,09:53.0
19419,243,1,1452,0.99,01:19.0
19420,243,2,2757,5.99,29:41.0
19421,244,2,1189,6.99,32:49.0
19422,244,1,1595,5.99,52:13.0
19423,244,2,2955,3.99,15:02.0
19424,245,1,1377,2.99,30:30.0
19425,245,1,2122,2.99,16:54.0
19426,245,1,3157,2.99,36:21.0
19427,246,2,1448,1.99,45:43.0
19428,246,1,1968,2.99,49:03.0
19429,246,2,2704,1.99,18:37.0
19430,246,1,2725,0.99,29:50.0
19431,246,1,3152,4.99,11:08.0
19432,247,1,2288,5.99,51:44.0
19433,248,1,2066,3.99,35:35.0
19434,248,2,2371,0.99,03:56.0
19435,249,1,1204,0.99,50:13.0
19436,249,1,1473,5.99,23:47.0
19437,249,2,1753,2.99,36:44.0
19438,249,2,2129,1.99,26:59.0
19439,249,2,3175,7.99,58:50.0
19440,250,1,2432,4.99,27:45.0
19441,251,1,2238,6.99,50:33.0
19442,251,2,3422,7.99,53:07.0
19443,251,1,3464,2.99,37:25.0
19444,252,1,1395,5.99,49:31.0
19445,252,2,2716,4.99,08:44.0
19446,252,1,2968,0.99,10:14.0
19447,253,2,1378,1.99,31:42.0
19448,253,2,1606,6.99,46:58.0
19449,253,2,2081,5.99,33:29.0
19450,253,1,2142,4.99,24:10.0
19451,253,1,2454,4.99,01:18.0
19452,253,2,2636,4.99,41:33.0
19453,254,1,1285,2.99,01:33.0
19454,254,2,1390,0.99,34:56.0
19455,254,1,2082,2.99,41:59.0
19456,254,1,2138,2.99,56:41.0
19457,254,2,2687,3.99,15:19.0
19458,255,1,1235,2.99,59:55.0
19459,255,1,1420,6.99,24:41.0
19460,255,2,1681,2.99,06:44.0
19461,255,2,3442,2.99,35:18.0
19462,256,1,1555,2.99,45:34.0
19463,256,2,1965,0.99,46:06.0
19464,256,2,1973,4.99,54:42.0
19465,256,2,2230,4.99,19:16.0
19466,256,1,2380,6.99,28:31.0
19467,256,2,2561,4.99,43:19.0
19468,256,1,2839,4.99,35:51.0
19469,257,1,2557,0.99,37:18.0
19470,257,2,3083,4.99,02:14.0
19471,258,1,1743,2.99,06:37.0
19472,258,2,2678,0.99,40:50.0
19473,258,2,2931,8.99,19:12.0
19474,259,1,1641,7.99,14:53.0
19475,259,2,1723,7.99,42:45.0
19476,259,2,1813,2.99,39:27.0
19477,259,2,2375,5.99,15:56.0
19478,260,1,1626,3.99,18:14.0
19479,260,2,2001,2.99,03:36.0
19480,260,2,2040,2.99,47:04.0
19481,260,1,2091,10.99,37:31.0
19482,260,1,2178,0.99,07:02.0
19483,260,1,2823,7.99,58:48.0
19484,260,2,2958,3.99,24:47.0
19485,260,1,3193,0.99,20:57.0
19486,261,1,1760,2.99,17:04.0
19487,261,1,1877,5.99,22:43.0
19488,261,2,1988,8.99,11:01.0
19489,261,2,2072,3.99,01:59.0
19490,261,2,2392,0.99,02:45.0
19491,261,1,3363,0.99,53:34.0
19492,262,1,1563,2.99,14:55.0
19493,262,1,2771,6.99,23:15.0
19494,262,2,2850,8.99,34:55.0
19495,262,1,2915,1.99,25:44.0
19496,263,2,2126,8.99,23:03.0
19497,263,2,3257,1.99,15:46.0
19498,264,2,1165,3.99,44:54.0
19499,264,1,1206,4.99,55:34.0
19500,264,1,3028,0.99,19:19.0
19501,264,1,3403,3.99,23:33.0
19502,265,2,2027,7.99,35:23.0
19503,265,2,2562,4.99,43:32.0
19504,265,1,2598,2.99,28:24.0
19505,266,2,1280,5.99,44:33.0
19506,266,2,2065,4.99,32:13.0
19507,266,2,3002,4.99,24:39.0
19508,266,1,3059,4.99,07:08.0
19509,267,2,1257,4.99,44:03.0
19510,267,2,1349,4.99,17:29.0
19511,267,2,2265,2.99,31:54.0
19512,267,2,2578,7.99,08:33.0
19513,267,1,2582,6.99,24:54.0
19514,267,2,2699,2.99,57:55.0
19515,267,2,2754,4.99,24:26.0
19516,267,1,2877,1.99,35:43.0
19517,267,2,3090,0.99,28:46.0
19518,16,1,4591,1.99,24:39.0
19519,267,1,10343,2.99,44:14.0
19520,267,2,11373,0.99,42:39.0
19521,267,1,11690,6.99,12:49.0
19522,267,1,12320,4.99,55:18.0
19523,267,1,12979,4.99,29:02.0
19524,267,2,13236,9.99,46:51.0
19525,267,1,14131,5.99,12:07.0
19526,267,2,15020,3.99,22:39.0
19527,267,1,15208,3.99,04:14.0
19528,267,1,15768,0.99,43:14.0
19529,267,1,15903,3.99,59:07.0
19530,268,2,11462,7.99,05:13.0
19531,268,2,11828,6.99,16:55.0
19532,268,2,12007,2.99,39:01.0
19533,268,2,12694,4.99,39:06.0
19534,268,2,13880,5.99,46:47.0
19535,268,2,14249,4.99,06:32.0
19536,268,2,14373,4.99,13:20.0
19537,268,1,14874,0.99,00:32.0
19538,268,2,15183,2.99,18:21.0
19539,269,2,10566,2.99,40:38.0
19540,269,1,10908,4.99,21:33.0
19541,269,1,11014,4.99,40:49.0
19542,269,1,11915,3.99,33:55.0
19543,269,1,12344,4.99,43:46.0
19544,269,2,13142,5.99,10:55.0
19545,269,2,13759,2.99,53:15.0
19546,269,1,14266,4.99,49:18.0
19547,269,2,14693,6.99,12:46.0
19548,269,2,15788,2.99,23:06.0
19549,270,1,10461,7.99,01:20.0
19550,270,2,10579,5.99,16:49.0
19551,270,2,10648,4.99,37:19.0
19552,270,1,11389,2.99,07:39.0
19553,270,1,11810,0.99,25:15.0
19554,270,2,11841,2.99,40:47.0
19555,270,1,11917,2.99,36:44.0
19556,270,1,12192,2.99,30:07.0
19557,270,1,12442,2.99,18:34.0
19558,270,2,13945,1.99,12:23.0
19559,270,1,14618,0.99,38:18.0
19560,270,2,15620,6.99,38:49.0
19561,271,2,10310,4.99,53:14.0
19562,271,1,10599,3.99,52:25.0
19563,271,1,11431,2.99,33:43.0
19564,271,1,12219,4.99,18:21.0
19565,271,2,14234,0.99,35:39.0
19566,271,2,14355,4.99,36:56.0
19567,271,1,15244,2.99,17:09.0
19568,272,1,10736,2.99,58:48.0
19569,272,2,11003,2.99,31:32.0
19570,272,2,11597,8.99,31:23.0
19571,272,1,11881,0.99,00:23.0
19572,272,2,12006,6.99,37:39.0
19573,272,2,13274,2.99,18:30.0
19574,272,1,13903,2.99,36:22.0
19575,273,1,10272,8.99,43:01.0
19576,273,1,10753,3.99,37:51.0
19577,273,1,10768,6.99,07:59.0
19578,273,1,11282,4.99,03:30.0
19579,273,2,11509,4.99,58:20.0
19580,273,1,12692,0.99,37:46.0
19581,273,2,13738,4.99,11:09.0
19582,273,1,13955,5.99,33:39.0
19583,273,2,14092,4.99,42:59.0
19584,273,2,14558,2.99,39:17.0
19585,273,2,14911,2.99,20:09.0
19586,273,2,15372,2.99,28:18.0
19587,273,1,15760,6.99,18:27.0
19588,274,1,10790,1.99,07:04.0
19589,274,2,10855,0.99,35:04.0
19590,274,1,11058,3.99,07:11.0
19591,274,2,11363,2.99,17:06.0
19592,274,1,12321,3.99,55:32.0
19593,274,1,13103,2.99,34:18.0
19594,274,2,13129,8.99,33:31.0
19595,274,1,13549,8.99,27:08.0
19596,274,1,14012,0.99,10:39.0
19597,274,1,14066,7.99,14:25.0
19598,274,2,14164,7.99,26:29.0
19599,274,1,14388,4.99,43:40.0
19600,274,2,15143,2.99,14:51.0
19601,274,1,15260,2.99,52:43.0
19602,274,2,15328,2.99,00:05.0
19603,274,2,15819,3.99,30:21.0
19604,275,1,10479,6.99,39:52.0
19605,275,2,11309,1.99,19:22.0
19606,275,1,11610,4.99,12:04.0
19607,275,2,12589,5.99,34:58.0
19608,275,1,12606,1.99,30:48.0
19609,275,1,13037,3.99,22:24.0
19610,275,2,13860,2.99,23:36.0
19611,275,2,13865,1.99,32:36.0
19612,275,2,13902,0.99,35:35.0
19613,275,2,14063,0.99,05:07.0
19614,275,1,14187,5.99,00:30.0
19615,275,1,14296,2.99,41:50.0
19616,275,2,14483,5.99,12:26.0
19617,275,2,14727,4.99,41:12.0
19618,275,2,15269,2.99,08:11.0
19619,275,2,15496,3.99,58:50.0
19620,276,2,10691,0.99,38:20.0
19621,276,1,10763,2.99,00:54.0
19622,276,2,11085,2.99,05:11.0
19623,276,1,11636,4.99,04:58.0
19624,276,2,11961,3.99,56:28.0
19625,276,2,12178,5.99,45:59.0
19626,276,2,12251,4.99,27:29.0
19627,276,1,12650,4.99,01:47.0
19628,276,1,14000,4.99,34:32.0
19629,276,2,15718,2.99,33:44.0
19630,276,1,15769,3.99,44:42.0
19631,276,2,15923,4.99,36:46.0
19632,277,2,11074,3.99,50:10.0
19633,277,2,11162,4.99,36:21.0
19634,277,2,11574,0.99,06:46.0
19635,277,2,12149,3.99,42:18.0
19636,277,1,12458,5.99,51:20.0
19637,277,1,13122,4.99,22:16.0
19638,277,2,13526,4.99,27:09.0
19639,277,1,13714,4.99,09:36.0
19640,277,2,14227,4.99,24:58.0
19641,277,2,14745,4.99,21:28.0
19642,277,1,15008,10.99,52:59.0
19643,277,1,15345,5.99,34:17.0
19644,278,1,10649,2.99,40:07.0
19645,278,1,10731,2.99,50:15.0
19646,278,2,10849,3.99,19:27.0
19647,278,1,11095,5.99,31:47.0
19648,278,2,11531,0.99,58:31.0
19649,278,1,12787,0.99,36:25.0
19650,278,1,13896,0.99,28:23.0
19651,278,2,13976,0.99,30:43.0
19652,278,1,14268,2.99,49:51.0
19653,278,2,14803,0.99,17:37.0
19654,278,1,14986,4.99,05:51.0
19655,278,1,16019,4.99,59:12.0
19656,279,2,11250,6.99,04:09.0
19657,279,1,11515,2.99,23:01.0
19658,279,1,11703,4.99,47:56.0
19659,279,2,12935,2.99,48:52.0
19660,279,1,12949,4.99,24:19.0
19661,279,1,13105,7.99,34:43.0
19662,279,1,13233,2.99,43:08.0
19663,279,2,13588,4.99,15:38.0
19664,279,2,14206,2.99,27:53.0
19665,279,1,14714,3.99,56:10.0
19666,279,1,14779,5.99,29:23.0
19667,279,1,14789,4.99,58:06.0
19668,279,2,15580,6.99,07:33.0
19669,279,1,15606,2.99,18:54.0
19670,280,1,10847,9.99,18:00.0
19671,280,1,11366,4.99,29:52.0
19672,280,1,11517,2.99,24:55.0
19673,280,1,12053,4.99,25:54.0
19674,280,1,12849,5.99,34:04.0
19675,280,2,13231,9.99,41:16.0
19676,280,1,13321,4.99,09:04.0
19677,280,1,13667,4.99,54:01.0
19678,280,2,15036,2.99,04:27.0
19679,280,1,15312,4.99,26:42.0
19680,280,2,15554,5.99,16:39.0
19681,280,2,15950,5.99,38:06.0
19682,281,1,13641,2.99,03:09.0
19683,281,1,14196,1.99,09:07.0
19684,282,2,11226,2.99,15:57.0
19685,282,1,13278,2.99,26:20.0
19686,282,2,13749,2.99,29:04.0
19687,282,2,15543,4.99,44:08.0
19688,283,1,11637,0.99,05:06.0
19689,283,2,11846,2.99,46:56.0
19690,283,2,11966,0.99,08:31.0
19691,283,1,12290,6.99,36:30.0
19692,283,1,13229,2.99,37:00.0
19693,283,1,15837,2.99,58:08.0
19694,284,1,10396,7.99,37:13.0
19695,284,1,10535,4.99,49:40.0
19696,284,2,12162,3.99,12:57.0
19697,284,1,14007,5.99,51:14.0
19698,284,1,14648,4.99,46:28.0
19699,284,2,14746,4.99,22:29.0
19700,284,1,14921,4.99,40:51.0
19701,284,2,15135,3.99,47:46.0
19702,285,1,10493,5.99,11:39.0
19703,285,2,10628,2.99,01:46.0
19704,285,1,10641,4.99,13:24.0
19705,285,1,12027,8.99,29:39.0
19706,285,1,12444,0.99,21:39.0
19707,285,1,12449,0.99,31:31.0
19708,285,2,12687,9.99,26:06.0
19709,285,2,13102,7.99,30:30.0
19710,285,2,15251,0.99,32:24.0
19711,285,1,15489,4.99,35:08.0
19712,286,2,11670,0.99,17:26.0
19713,286,2,12595,0.99,55:35.0
19714,286,1,12656,0.99,27:02.0
19715,286,2,13635,5.99,46:02.0
19716,286,1,13975,4.99,26:50.0
19717,286,1,14905,0.99,02:49.0
19718,286,2,15629,4.99,56:49.0
19719,287,2,10574,2.99,05:18.0
19720,287,2,10807,4.99,54:37.0
19721,287,2,11106,4.99,46:05.0
19722,287,1,11716,4.99,09:22.0
19723,287,2,12861,2.99,58:51.0
19724,287,2,14715,6.99,56:45.0
19725,287,2,15076,1.99,34:01.0
19726,287,1,15084,4.99,46:26.0
19727,287,2,15127,0.99,24:56.0
19728,287,1,15614,2.99,33:42.0
19729,288,1,10927,9.99,59:42.0
19730,288,2,11952,2.99,43:24.0
19731,288,1,12134,1.99,18:10.0
19732,288,1,13219,2.99,08:55.0
19733,288,1,13227,0.99,34:05.0
19734,288,2,13363,2.99,36:26.0
19735,288,2,14113,0.99,31:57.0
19736,288,2,14756,0.99,49:50.0
19737,288,2,15058,2.99,49:22.0
19738,288,1,15119,2.99,10:00.0
19739,289,2,10297,7.99,33:31.0
19740,289,1,12158,1.99,02:47.0
19741,289,1,12170,0.99,34:37.0
19742,289,2,12558,7.99,21:02.0
19743,289,2,13165,0.99,02:37.0
19744,289,2,13211,0.99,52:08.0
19745,289,2,13256,9.99,22:39.0
19746,289,2,13336,5.99,31:49.0
19747,289,2,13891,6.99,10:32.0
19748,289,1,14087,0.99,22:07.0
19749,289,2,14729,4.99,45:24.0
19750,289,2,14917,4.99,32:26.0
19751,290,1,10901,2.99,04:11.0
19752,290,1,11596,6.99,22:22.0
19753,290,2,12193,3.99,32:26.0
19754,290,2,12778,4.99,08:50.0
19755,290,2,13190,1.99,56:26.0
19756,290,1,13367,2.99,47:54.0
19757,290,2,13687,2.99,26:18.0
19758,291,1,10463,4.99,08:10.0
19759,291,2,11145,0.99,11:51.0
19760,291,1,13665,5.99,47:47.0
19761,291,2,14241,4.99,53:22.0
19762,291,2,15663,3.99,22:53.0
19763,292,1,11193,4.99,00:00.0
19764,292,1,12739,10.99,43:45.0
19765,292,1,13715,2.99,11:33.0
19766,292,1,14499,0.99,39:46.0
19767,292,2,14845,4.99,41:11.0
19768,292,1,15117,2.99,06:47.0
19769,293,2,11131,1.99,38:31.0
19770,293,1,11576,2.99,21:47.0
19771,293,2,13013,6.99,24:18.0
19772,293,1,13029,2.99,56:31.0
19773,293,2,13504,5.99,30:15.0
19774,293,1,13817,4.99,43:57.0
19775,293,1,14248,6.99,04:24.0
19776,293,1,15258,4.99,51:11.0
19777,293,1,15402,8.99,46:08.0
19778,293,1,15508,7.99,17:31.0
19779,293,2,15675,5.99,47:19.0
19780,294,1,10551,6.99,17:22.0
19781,294,2,10600,2.99,53:48.0
19782,294,2,10642,4.99,13:38.0
19783,294,2,11071,2.99,39:20.0
19784,294,1,11390,2.99,07:43.0
19785,294,2,11875,4.99,45:15.0
19786,294,2,11981,2.99,39:07.0
19787,294,1,12278,5.99,15:12.0
19788,294,1,14474,2.99,51:15.0
19789,294,2,14630,7.99,12:11.0
19790,294,1,15839,5.99,03:13.0
19791,295,1,10349,3.99,55:40.0
19792,295,2,11083,4.99,00:28.0
19793,295,2,11913,5.99,21:44.0
19794,295,2,12041,4.99,03:00.0
19795,295,1,12383,0.99,04:30.0
19796,295,1,14264,0.99,46:49.0
19797,295,1,14387,6.99,38:28.0
19798,295,1,14514,6.99,20:19.0
19799,296,2,11571,4.99,06:18.0
19800,296,2,11825,4.99,11:57.0
19801,296,2,12689,3.99,35:01.0
19802,296,2,13471,2.99,30:53.0
19803,296,1,13702,2.99,55:47.0
19804,296,1,13819,4.99,51:42.0
19805,296,1,13991,1.99,58:11.0
19806,296,2,14571,7.99,08:53.0
19807,296,2,15023,2.99,25:15.0
19808,296,2,15866,7.99,47:29.0
19809,297,2,10264,4.99,31:39.0
19810,297,2,11269,0.99,40:08.0
19811,297,2,11413,0.99,03:46.0
19812,297,2,11585,4.99,43:03.0
19813,297,1,11780,2.99,02:51.0
19814,297,1,11784,0.99,16:32.0
19815,297,1,12472,10.99,27:15.0
19816,297,1,13330,2.99,27:48.0
19817,297,2,13721,4.99,31:26.0
19818,297,1,13888,1.99,08:09.0
19819,297,1,14403,5.99,09:01.0
19820,297,2,15582,2.99,14:11.0
19821,297,1,15711,4.99,11:27.0
19822,298,2,10248,6.99,03:55.0
19823,298,1,11070,0.99,39:06.0
19824,298,2,11288,6.99,22:35.0
19825,298,2,12076,0.99,26:46.0
19826,298,1,12765,8.99,50:17.0
19827,298,1,13172,0.99,17:34.0
19828,298,1,13244,4.99,11:31.0
19829,298,2,14473,0.99,47:30.0
19830,298,1,15245,3.99,18:02.0
19831,298,2,15262,4.99,53:48.0
19832,298,1,15643,4.99,41:53.0
19833,299,2,10440,2.99,22:59.0
19834,299,1,11629,6.99,55:51.0
19835,299,1,11746,5.99,31:51.0
19836,299,1,11998,0.99,14:48.0
19837,299,1,13069,4.99,23:47.0
19838,299,2,14208,0.99,37:45.0
19839,299,1,14548,3.99,22:19.0
19840,299,2,14889,4.99,38:37.0
19841,299,2,14898,6.99,55:01.0
19842,300,1,10977,4.99,40:44.0
19843,300,2,12484,2.99,08:04.0
19844,300,2,12644,5.99,50:54.0
19845,300,2,13257,3.99,29:47.0
19846,300,1,13296,0.99,12:20.0
19847,300,2,13499,6.99,20:57.0
19848,300,1,13717,5.99,19:19.0
19849,300,1,14674,7.99,30:01.0
19850,300,1,14709,9.99,36:26.0
19851,300,2,15051,2.99,37:17.0
19852,300,2,15811,5.99,12:13.0
19853,301,1,10883,0.99,15:46.0
19854,301,2,13183,5.99,37:53.0
19855,301,2,13633,2.99,42:14.0
19856,301,1,15201,10.99,53:09.0
19857,301,1,15268,1.99,07:38.0
19858,302,2,10329,0.99,24:40.0
19859,302,1,12126,7.99,53:48.0
19860,302,2,12516,4.99,08:20.0
19861,302,1,12903,2.99,38:05.0
19862,302,1,13916,2.99,11:29.0
19863,302,1,14120,4.99,53:27.0
19864,302,2,14247,3.99,03:44.0
19865,302,2,15578,2.99,05:40.0
19866,302,1,15622,5.99,50:29.0
19867,302,2,15734,0.99,08:35.0
19868,302,2,15987,6.99,50:44.0
19869,303,1,11253,4.99,11:11.0
19870,303,2,11673,2.99,22:42.0
19871,303,2,11993,2.99,56:16.0
19872,303,2,12117,0.99,39:39.0
19873,303,1,12365,0.99,23:36.0
19874,303,2,12473,2.99,28:11.0
19875,303,1,14750,5.99,37:59.0
19876,303,2,14795,4.99,08:49.0
19877,303,1,15511,3.99,24:09.0
19878,304,1,10631,0.99,03:41.0
19879,304,2,11983,4.99,42:22.0
19880,304,1,12540,5.99,45:57.0
19881,304,2,13911,3.99,00:00.0
19882,304,1,14023,0.99,38:59.0
19883,304,1,14899,4.99,55:05.0
19884,304,1,14945,4.99,34:05.0
19885,305,2,10426,4.99,54:35.0
19886,305,2,10929,4.99,04:11.0
19887,305,1,10981,2.99,46:20.0
19888,305,2,11035,5.99,24:06.0
19889,305,2,11809,3.99,20:06.0
19890,305,2,12592,3.99,46:17.0
19891,305,2,12846,0.99,31:53.0
19892,305,1,13782,4.99,37:53.0
19893,305,2,15417,2.99,22:31.0
19894,305,1,15612,6.99,27:34.0
19895,306,2,10893,5.99,40:40.0
19896,306,2,11142,4.99,58:38.0
19897,306,1,11440,0.99,52:29.0
19898,306,2,11674,6.99,24:54.0
19899,306,2,11776,0.99,55:46.0
19900,306,1,12225,7.99,28:38.0
19901,306,1,12989,2.99,47:31.0
19902,306,1,13686,4.99,25:55.0
19903,306,2,13725,5.99,36:54.0
19904,306,1,13873,0.99,39:38.0
19905,306,1,13996,4.99,14:10.0
19906,306,1,15457,2.99,36:04.0
